FIPS,STATE,COUNTY,GEN_VAX_RATE,COUN_VAX_RATE,COMP_RATE_18UP,COMP_RATE_65UP,BOOSTER_RATE,BOOSTER_RATE_18UP,BOOSTER_RATE_65UP,SVI,IS_METRO,POP,POP_18UP,POP_65UP
20167,KS,Russell County,93.6,42.8,51.8,67.1,42.8,44.7,63.0,A,0,6856,5367,1694
21009,KY,Barren County,94,45.7,54.9,75.6,42.0,44.9,63.8,D,0,44249,33861,7969
18105,IN,Monroe County,98.6,58.4,63,86.9,49.0,51.6,71.8,B,1,148431,125233,20114
46023,SD,Charles Mix County,96.7,53.7,68.5,83.9,43.3,47.8,72.0,C,0,9292,6520,1727
26045,MI,Eaton County,95.5,56.8,65.8,85.6,58.0,61.1,78.3,B,1,110268,87545,21034
35005,NM,Chaves County,97,44.5,54.5,75.1,42.6,45.5,62.3,D,0,64615,47845,10434
01035,AL,Conecuh County,92.4,43.4,51.7,65.8,29.5,30.8,44.4,D,0,12067,9593,2832
04013,AZ,Maricopa County,97.7,56.5,66.3,83.7,39.2,42.1,57.9,C,1,4485414,3432976,696331
UNK,FM,Unknown County,0,0,0,0,18.2,21.3,25.5,,,,,
20143,KS,Ottawa County,93.6,43.7,52.4,67.4,41.8,44.1,64.4,A,0,5704,4456,1213
19185,IA,Wayne County,97.4,41.8,53.2,76.2,56.1,58.1,78.5,B,0,6441,4836,1451
06115,CA,Yuba County,97.5,53.6,66.6,77.1,35.9,38.7,61.7,D,1,78668,57075,10270
20025,KS,Clark County,93.6,46.1,57,79.2,46.6,49.3,63.1,B,0,1994,1501,428
36083,NY,Rensselaer County,97.6,70,78.2,91.2,54.6,58.7,75.9,B,1,158714,128075,27805
72149,PR,Villalba Municipio,95.9,90.6,95,95,67.2,72.1,80.5,D,1,21372,17120,3980
37035,NC,Catawba County,96.9,54.5,63.9,87.2,20.2,21.3,26.5,C,1,159551,124631,29156
35045,NM,San Juan County,97,73.6,84.5,95,46.6,52.1,69.0,D,1,123958,91700,19397
48205,TX,Hartley County,99,48.1,58.6,54.4,37.5,38.7,55.1,C,0,5576,4412,861
40073,OK,Kingfisher County,93.8,47.2,59.9,81.4,37.8,40.1,63.2,B,0,15765,11551,2579
51179,VA,Stafford County,79.3,58,67.5,87.2,30.5,33.6,47.0,A,1,152882,113243,16417
08107,CO,Routt County,97.1,75.3,81.5,95,56.1,60.5,75.9,A,0,25638,21087,4264
51091,VA,Highland County,79.3,60.2,65.9,76.9,58.9,61.4,76.8,A,0,2190,1898,778
55103,WI,Richland County,96.9,58.5,67.6,85.8,60.3,65.1,84.4,B,0,17252,13513,4064
55001,WI,Adams County,96.9,56.4,62.5,76.4,57.5,59.9,74.8,C,0,20220,17372,6098
13209,GA,Montgomery County,89.6,35.5,42.1,62.5,34.4,36.1,53.4,D,0,9172,7342,1606
06035,CA,Lassen County,97.5,37.4,43.5,75.6,35.7,36.9,52.9,C,0,30573,25291,4738
20195,KS,Trego County,93.6,39.1,45.4,51.7,49.0,50.8,78.5,A,0,2803,2310,764
48397,TX,Rockwall County,99,58.1,70.4,89.4,35.4,38.5,60.1,A,1,104915,76974,13395
17109,IL,McDonough County,98.4,47.4,52.2,82.1,47.3,50.6,69.2,C,0,29682,24559,5387
48167,TX,Galveston County,99,59.7,70.3,86.5,40.3,43.8,65.6,C,1,342139,259845,50987
30103,MT,Treasure County,95.8,48.1,60.3,86.1,42.7,43.2,59.0,A,0,696,549,201
20009,KS,Barton County,93.6,42.9,52.7,71.4,44.0,46.4,67.3,C,0,25779,19708,5132
05061,AR,Howard County,90.5,54,69.1,82.1,33.8,35.5,63.6,D,0,13202,9749,2386
18091,IN,LaPorte County,98.6,55.7,66,88.9,43.8,46.0,62.7,C,1,109888,86579,20303
21157,KY,Marshall County,94,53.3,63.8,86.5,44.8,46.7,66.6,B,0,31100,24726,6886
42071,PA,Lancaster County,94.7,58.8,69.9,91.2,45.9,48.9,68.0,B,1,545724,417849,100381
08089,CO,Otero County,97.1,48.9,59.7,78.3,49.7,52.8,71.6,D,0,18278,13909,3780
48505,TX,Zapata County,99,59.6,76,85,30.3,35.0,56.1,D,0,14179,9491,1866
55025,WI,Dane County,96.9,82.3,89.6,95,63.7,69.7,87.2,A,1,546695,436427,77771
48011,TX,Armstrong County,99,40.8,51,68.9,37.9,38.9,52.5,A,1,1887,1461,470
54107,WV,Wood County,97.2,58.1,68.3,86.5,38.4,40.5,57.2,B,1,83518,66061,17464
39123,OH,Ottawa County,98.6,61.2,70,87.5,56.8,59.6,76.8,A,0,40525,33194,10543
44001,RI,Bristol County,89.6,78.2,83.6,95,60.5,65.6,77.7,A,1,48479,39441,9795
47059,TN,Greene County,97.8,46,53.8,76.5,44.0,46.0,63.5,C,0,69069,55761,15255
47189,TN,Wilson County,97.8,52.8,62.4,81.1,44.0,47.6,68.9,A,1,144657,110755,23186
20173,KS,Sedgwick County,93.6,53.6,64.3,80.1,40.3,43.7,64.8,C,1,516042,384853,77033
48191,TX,Hall County,99,43.4,53.5,73.6,41.6,43.2,59.3,D,0,2964,2308,711
72097,PR,Mayaguez Municipio,95.9,80.4,84,88.2,59.9,63.5,66.7,D,1,71530,59649,17766
19039,IA,Clarke County,97.4,54.5,66.8,92.3,49.3,53.2,75.8,B,0,9395,6991,1807
53033,WA,King County,96,80.4,88,93,58.8,63.8,82.3,B,1,2252782,1801166,304315
56017,WY,Hot Springs County,97.1,49.6,59.2,80.8,52.7,54.9,70.3,A,0,4413,3506,1221
40031,OK,Comanche County,93.8,60.1,71.7,84.5,26.2,28.1,58.5,D,1,120749,92323,15594
28069,MS,Kemper County,98.1,45.8,50.9,63.8,34.4,37.3,57.7,D,0,9742,7979,2037
UNK,VA,Unknown County,79.3,0,0,0,95.0,95.0,95.0,,,,,
38081,ND,Sargent County,92.6,58.2,69.9,83.9,53.0,56.0,80.3,A,0,3898,3056,883
47143,TN,Rhea County,97.8,42.7,52.9,79.4,42.2,43.5,64.8,D,0,33167,25738,6246
56041,WY,Uinta County,97.1,50.8,64.5,89,39.2,41.9,66.5,B,0,20226,14474,3025
51069,VA,Frederick County,79.3,47.8,57.5,74,21.5,22.7,32.7,A,1,89313,69006,15939
53063,WA,Spokane County,96,60.7,70.7,90.4,46.5,49.6,73.6,B,1,522798,407945,86623
36011,NY,Cayuga County,97.6,58.8,66.1,79.4,55.9,59.7,77.4,C,0,76576,61675,15189
48495,TX,Winkler County,99,38.5,50.3,69.3,32.3,34.3,60.3,C,0,8010,5681,964
13091,GA,Dodge County,89.6,35.2,40.9,56.5,31.3,33.2,47.9,D,0,20605,16643,3840
16057,ID,Latah County,97.8,58.2,65.6,94,43.3,46.9,67.4,A,0,40108,32723,5650
48119,TX,Delta County,99,35.5,44.5,68.3,33.8,35.1,50.9,C,0,5331,4080,1118
21005,KY,Anderson County,94,54.8,65.7,86.9,42.7,45.5,66.3,B,0,22747,17402,3710
48449,TX,Titus County,99,38.7,49.4,65.4,32.1,34.9,56.3,D,0,32750,23357,4845
48241,TX,Jasper County,99,35.9,44.8,65.5,38.0,39.7,58.0,D,0,35529,27090,7187
51105,VA,Lee County,79.3,50,58.4,72,34.6,35.9,53.1,D,0,23423,19101,5211
55065,WI,Lafayette County,96.9,60,71.2,95,55.1,59.6,79.2,A,0,16665,12679,3229
48441,TX,Taylor County,99,50,61.2,82.6,34.0,36.2,59.5,C,1,138034,103784,20131
18107,IN,Montgomery County,98.6,45.4,54.7,78.2,42.9,44.9,64.1,B,0,38338,29643,7020
20121,KS,Miami County,93.6,47.1,56.4,76.5,44.3,47.6,65.0,A,1,34237,25868,5841
27017,MN,Carlton County,94.6,64.1,73.5,92,60.4,65.1,87.1,B,1,35871,27883,6263
48141,TX,El Paso County,99,80,90.4,95,34.6,39.5,59.2,D,1,839238,614819,105175
39081,OH,Jefferson County,98.6,49.9,58.5,81.4,43.4,45.3,62.9,C,1,65325,52808,14419
22043,LA,Grant Parish,96.8,42.3,51.3,70.3,33.3,34.4,49.2,C,1,22389,17699,3475
02068,AK,Denali Borough,97.6,53.8,60.4,80.3,47.7,50.6,70.7,A,0,2097,1698,238
29073,MO,Gasconade County,91.3,50.5,60.2,85.1,39.8,41.5,58.3,A,0,14706,11679,3396
18029,IN,Dearborn County,98.6,61.1,73.7,95,38.9,40.5,60.0,A,1,49458,38619,9064
48169,TX,Garza County,99,52.1,61.1,79,19.9,20.2,21.5,C,0,6229,5187,719
48145,TX,Falls County,99,47,56,67,35.3,37.2,55.2,D,1,17297,13671,3226
42121,PA,Venango County,94.7,45.3,52.4,67.4,46.1,48.6,65.2,B,0,50668,40992,11701
26091,MI,Lenawee County,95.5,52.6,61.9,86.6,50.3,52.8,69.7,B,0,98451,77991,19148
22021,LA,Caldwell Parish,96.8,38.4,47.3,74.6,39.9,41.6,64.8,D,0,9918,7645,1799
38087,ND,Slope County,92.6,11.1,13.5,24.2,45.8,46.9,51.2,A,0,750,598,178
37155,NC,Robeson County,96.9,41.9,51.1,72.3,26.4,28.3,45.5,D,0,130625,98425,20565
05055,AR,Greene County,90.5,42.7,51.8,71.5,39.4,42.2,67.5,C,0,45325,34308,7372
48347,TX,Nacogdoches County,99,47.2,56.9,84.1,37.1,39.4,62.3,D,0,65204,50203,9953
56019,WY,Johnson County,97.1,43,51.5,74.2,46.9,49.1,64.3,A,0,8445,6618,2078
55005,WI,Barron County,96.9,53.2,63.3,84.2,57.2,60.1,80.7,B,0,45244,35535,10213
38023,ND,Divide County,92.6,40.8,49.9,61.7,48.0,50.9,65.5,A,0,2264,1734,574
45075,SC,Orangeburg County,93.1,55.3,65.2,84,39.8,42.6,63.4,D,0,86175,67448,17560
32013,NV,Humboldt County,94.9,41.5,52.7,76.6,34.5,36.9,50.6,C,0,16831,12311,2427
51165,VA,Rockingham County,79.3,42.9,51.1,70.5,21.0,21.9,29.4,B,1,81948,64120,15971
48175,TX,Goliad County,99,42.4,50.6,66.9,40.8,42.7,59.5,C,1,7658,6071,1832
53049,WA,Pacific County,96,58.6,65,77.9,50.2,52.6,64.1,C,0,22471,19033,7235
20023,KS,Cheyenne County,93.6,45.5,55,72.2,44.9,46.7,61.6,A,0,2657,2101,726
31119,NE,Madison County,90.6,45.5,56.8,79.1,49.7,52.8,80.1,C,0,35099,26142,5693
06077,CA,San Joaquin County,97.5,57.8,69.6,84.5,37.6,41.3,60.6,D,1,762148,557577,99781
34017,NJ,Hudson County,93.9,76.8,85.8,80.5,40.2,43.9,64.1,C,1,672391,535676,81907
20069,KS,Gray County,93.6,45.5,59.2,88.7,41.8,44.7,64.0,B,0,5988,4265,929
37073,NC,Gates County,96.9,52.5,62.1,83,33.7,35.3,53.1,B,1,11562,9230,2418
40075,OK,Kiowa County,93.8,50.8,63.4,90.9,43.3,45.4,66.1,C,0,8708,6616,1712
42119,PA,Union County,94.7,57,63.8,82.7,50.9,53.7,74.7,B,0,44923,37006,8341
27033,MN,Cottonwood County,94.6,55.6,67.7,83.3,53.2,57.0,79.3,B,0,11196,8439,2590
72083,PR,Las Marias Municipio,95.9,88.5,92.5,95,59.8,64.0,70.7,C,0,7927,6401,1725
UNK,ND,Unknown County,92.6,0,0,0,26.3,27.6,61.4,,,,,
51191,VA,Washington County,79.3,57,65.4,86.8,37.3,38.9,50.2,B,1,53740,44077,12702
29057,MO,Dade County,91.3,43,52,72.7,40.1,41.7,57.4,C,0,7561,5992,1805
31167,NE,Stanton County,90.6,28.4,35.2,48.5,59.9,62.9,95.0,A,0,5920,4477,1109
51735,VA,Poquoson city,0,0,0,0,0.0,0.0,0.0,A,1,12271,9524,2402
37047,NC,Columbus County,96.9,44.4,52.5,67,27.3,28.9,39.3,D,0,55508,44013,11419
48149,TX,Fayette County,99,49.8,59,76.6,38.8,40.6,56.6,B,0,25346,20271,6679
54047,WV,McDowell County,97.2,51.1,62,69.1,31.4,32.1,42.6,D,0,17624,14027,4024
31143,NE,Polk County,90.6,41.3,50.1,64.9,62.6,66.2,95.0,A,0,5213,4042,1232
21035,KY,Calloway County,94,45.2,51.1,75.5,43.2,45.6,67.8,B,0,39001,32013,6812
27133,MN,Rock County,94.6,53.7,64.1,91.6,49.0,52.9,70.1,A,0,9315,6990,1911
17199,IL,Williamson County,98.4,55,65,81.9,45.5,48.3,68.5,B,1,66597,52143,12962
29219,MO,Warren County,91.3,41.5,50.4,73.2,45.6,48.3,71.1,B,1,35649,27228,6334
47113,TN,Madison County,97.8,54.1,64.4,86.7,44.7,47.5,70.7,C,1,97984,76137,17201
22025,LA,Catahoula Parish,96.8,40.3,48.4,76.2,34.9,36.5,57.7,D,0,9494,7482,1700
19107,IA,Keokuk County,97.4,46.3,57.5,80.8,52.1,54.0,73.9,A,0,10246,7884,2259
13135,GA,Gwinnett County,89.6,54.7,66.4,86.8,38.5,41.7,58.4,B,1,936250,687242,97934
40093,OK,Major County,93.8,49.7,63.7,93,41.9,43.9,66.2,B,0,7629,5663,1563
56043,WY,Washakie County,97.1,43.6,52.9,81.1,48.0,50.8,67.1,B,0,7805,6021,1730
25019,MA,Nantucket County,0,0,0,0,,,,A,0,11399,9029,1692
17121,IL,Marion County,98.4,45.4,56.1,83,47.4,49.3,70.4,C,0,37205,28576,7366
13175,GA,Laurens County,89.6,46.2,57.4,74.1,31.3,33.1,51.5,D,0,47546,35914,8594
06045,CA,Mendocino County,97.5,67,77.8,86.1,46.9,49.7,67.2,D,0,86749,68430,20025
26121,MI,Muskegon County,95.5,54.6,65.5,88.4,53.8,56.9,78.4,C,1,173566,133824,30561
26123,MI,Newaygo County,95.5,44.4,53.9,77.3,52.2,54.5,73.5,C,0,48980,38030,9687
13139,GA,Hall County,89.6,44.7,54.5,73.7,34.7,37.2,54.6,C,1,204441,153638,31489
54029,WV,Hancock County,97.2,65.8,76.5,95,44.0,45.9,59.9,B,1,28810,23350,6841
21207,KY,Russell County,94,45.5,55.5,73.2,44.0,46.3,65.7,D,0,17923,13863,3627
30011,MT,Carter County,95.8,30.6,37.7,60.6,47.3,48.6,55.6,A,0,1252,981,327
38095,ND,Towner County,92.6,46.9,54.8,65.8,52.0,56.8,83.0,A,0,2189,1715,553
45071,SC,Newberry County,93.1,52.1,61.6,85.7,40.2,42.7,63.6,D,0,38440,30250,7795
40127,OK,Pushmataha County,93.8,35.7,43.7,60.1,39.4,41.0,57.3,D,0,11096,8668,2620
48331,TX,Milam County,99,45.1,55.2,73.5,39.6,41.9,61.1,D,0,24823,18925,5245
55111,WI,Sauk County,96.9,63.2,73.6,94.9,58.0,62.7,82.7,A,0,64442,49825,12281
04015,AZ,Mohave County,97.7,41,47.5,62.4,39.0,40.1,51.2,D,1,212181,176822,65910
47027,TN,Clay County,97.8,28.7,34.7,49.6,46.3,47.7,65.9,C,0,7615,6093,1923
78010,VI,St. Croix Island,86.7,0,0,0,31.0,32.8,47.2,,,,,
31057,NE,Dundy County,90.6,39,45.6,67.5,45.1,47.1,64.2,B,0,1693,1387,443
27165,MN,Watonwan County,94.6,58.1,68.6,84.8,54.4,59.5,82.3,C,0,10897,8254,2234
39059,OH,Guernsey County,98.6,44.2,53.7,78.6,48.2,50.4,67.7,C,0,38875,30310,7802
17147,IL,Piatt County,98.4,61.8,70.3,91.1,53.7,58.9,80.7,A,1,16344,12738,3240
27139,MN,Scott County,94.6,69.2,80.5,95,54.3,60.8,79.0,A,1,149013,108655,16904
25001,MA,Barnstable County,0,0,0,0,,,,A,1,212990,181374,66917
47005,TN,Benton County,97.8,44.1,52.9,74.8,48.0,49.5,66.3,C,0,16160,12951,3862
51017,VA,Bath County,79.3,43.2,49.6,64.3,21.5,21.8,29.6,A,0,4147,3520,1161
51650,VA,Hampton city,79.3,61.2,71.6,85.6,24.4,25.9,45.0,C,1,134510,106343,21177
17163,IL,St. Clair County,98.4,62.8,73,87.3,42.2,45.8,73.1,C,1,259686,199137,42597
46017,SD,Buffalo County,96.7,60.8,75.5,79.7,28.2,35.8,63.6,D,0,1962,1203,148
27043,MN,Faribault County,94.6,57.2,67.3,91,55.6,59.3,78.1,A,0,13653,10649,3174
36089,NY,St. Lawrence County,97.6,60.6,67.8,85.5,56.8,61.1,80.6,C,0,107740,86105,19359
47119,TN,Maury County,97.8,63.8,76,95,42.2,45.2,65.6,B,1,96387,73954,15744
33009,NH,Grafton County,94.1,74.7,81.2,95,37.9,39.5,44.1,A,0,89886,75544,19181
46129,SD,Walworth County,96.7,48.3,58.9,81.2,44.4,47.2,64.1,B,0,5435,4169,1321
47177,TN,Warren County,97.8,41,50.4,75.2,43.6,45.8,67.7,D,0,41277,31669,7392
17093,IL,Kendall County,98.4,68.3,79.3,93.7,47.3,53.3,76.3,A,1,128990,92730,13824
16081,ID,Teton County,97.8,61.5,75.8,87.3,40.3,43.0,69.5,A,0,12142,9252,1596
51187,VA,Warren County,79.3,36.6,44.1,65.8,8.1,8.3,13.4,B,1,40164,31478,6742
08053,CO,Hinsdale County,97.1,63.8,70.4,82.2,53.7,56.4,67.9,A,0,820,697,258
51097,VA,King and Queen County,79.3,50.9,57.9,74.5,31.7,33.1,44.7,B,0,7025,5795,1659
51099,VA,King George County,79.3,41.5,51.1,67.6,5.7,6.0,11.2,A,0,26836,20246,3604
42005,PA,Armstrong County,94.7,59.5,69.1,92.1,49.2,51.5,69.0,A,1,64735,52371,14629
29097,MO,Jasper County,91.3,47,57.5,81.3,34.8,37.1,58.7,C,1,121328,91355,19372
40117,OK,Pawnee County,93.8,48.9,59.3,80.1,40.9,43.2,64.0,C,1,16376,12550,3193
46049,SD,Faulk County,96.7,54.6,68.4,87.3,48.4,51.5,70.7,A,0,2299,1708,543
UNK,MS,Unknown County,98.1,0,0,0,36.0,37.4,95.0,,,,,
22059,LA,La Salle Parish,96.8,44.4,55.5,68.3,23.2,23.9,49.5,D,0,14892,11516,2558
54075,WV,Pocahontas County,97.2,52.4,61.2,79.7,51.8,53.2,69.8,B,0,8247,6822,2157
46121,SD,Todd County,96.7,67.3,83.8,87.5,34.4,43.0,61.4,D,0,10177,5935,763
47081,TN,Hickman County,97.8,42.3,50.9,78.5,43.8,45.4,65.8,C,1,25178,19996,4515
37197,NC,Yadkin County,96.9,49,58,78,24.8,26.0,38.0,C,1,37667,29851,7711
48385,TX,Real County,99,49.8,57.4,78.2,42.1,43.2,54.3,C,0,3452,2885,1053
23013,ME,Knox County,96.2,83.1,91.2,95,62.3,66.6,82.7,A,0,39772,32783,10356
26145,MI,Saginaw County,95.5,52.8,62.6,84.5,53.6,56.3,74.8,C,1,190539,149676,37414
51133,VA,Northumberland County,79.3,53.8,61,73.8,26.3,27.0,33.6,A,0,12095,10340,4540
29186,MO,Ste. Genevieve County,91.3,44.7,54.2,76,49.7,52.0,72.4,A,0,17894,13983,3598
37111,NC,McDowell County,96.9,52.1,61.2,81.2,26.1,27.4,36.9,D,0,45756,36617,9517
45079,SC,Richland County,93.1,58.6,66.8,89.8,38.3,41.3,63.9,C,1,415759,326835,54857
31127,NE,Nemaha County,90.6,49.9,58.3,77.1,52.9,57.4,82.5,A,0,6972,5414,1419
06075,CA,San Francisco County,97.5,83,86.9,89.4,67.9,72.2,84.9,B,1,881549,763379,141770
48461,TX,Upton County,99,40.6,51.7,67.2,43.1,46.2,73.4,C,0,3657,2610,537
40057,OK,Harmon County,93.8,48.8,60.9,81.4,41.5,44.0,65.7,D,0,2653,1990,533
UNK,CO,Unknown County,97.1,0,0,0,24.5,25.0,83.6,,,,,
13225,GA,Peach County,89.6,45.1,53.6,74.9,35.8,37.7,53.2,D,1,27546,21821,4546
48053,TX,Burnet County,99,53.4,63.7,87.8,39.5,41.7,60.0,C,0,48155,38011,10999
48401,TX,Rusk County,99,38.4,46.5,66.3,34.7,36.4,57.6,D,1,54406,42382,9197
26087,MI,Lapeer County,95.5,47.3,56.1,80.5,52.2,54.2,72.6,A,1,87607,69822,16533
16083,ID,Twin Falls County,97.8,49.8,61.5,87.2,40.3,44.9,69.4,B,0,86878,63074,13589
66010,GU,Guam,75,60.9,75.8,75.6,44.5,49.6,73.7,,,168489,114544,16061
72107,PR,Orocovis Municipio,95.9,83.9,88.4,88,61.6,66.6,71.5,D,1,20220,16251,3621
18099,IN,Marshall County,98.6,44.4,54.1,76.5,44.6,47.7,67.4,C,0,46258,34705,8455
21179,KY,Nelson County,94,51.6,61.5,86.4,42.3,45.4,63.7,B,0,46233,35392,7465
20001,KS,Allen County,93.6,45.9,54.8,73,48.8,51.5,68.7,B,0,12369,9628,2594
38085,ND,Sioux County,92.6,57.1,66.1,83.6,27.5,35.7,58.3,D,1,4230,2716,359
12127,FL,Volusia County,98.6,59.1,67.5,88.7,43.1,45.1,61.3,C,1,553284,456508,137811
30087,MT,Rosebud County,95.8,84,95,95,39.9,46.4,69.9,C,0,8937,6368,1472
02130,AK,Ketchikan Gateway Borough,97.6,65.2,74.8,86.3,44.4,48.1,71.8,C,0,13901,10884,2291
21159,KY,Martin County,94,53.8,63.4,69.1,28.4,29.8,56.2,D,0,11195,9018,1912
41059,OR,Umatilla County,97.8,55.2,66.6,83.6,34.4,37.1,58.3,D,0,77950,58394,12510
22031,LA,De Soto Parish,96.8,42.5,51.9,71.8,35.2,37.4,58.0,D,1,27463,20944,5016
26067,MI,Ionia County,95.5,47,56,84,52.8,55.5,74.8,B,0,64697,50447,9844
44009,RI,Washington County,89.6,77.6,83,95,60.0,64.6,80.4,A,1,125577,105286,26959
72001,PR,Adjuntas Municipio,95.9,76,80.2,80.9,57.6,61.6,69.0,D,0,17363,14072,3545
29021,MO,Buchanan County,91.3,38.2,45.7,57.7,41.0,43.3,72.0,C,1,87364,67817,14600
17181,IL,Union County,98.4,56.4,66.8,84.1,47.5,50.0,68.8,C,0,16653,13142,3643
12079,FL,Madison County,98.6,45.8,52.8,78.7,37.9,40.1,58.8,D,0,18493,15088,3902
20043,KS,Doniphan County,93.6,48,57.1,85.7,34.7,36.5,51.4,A,1,7600,6008,1503
48143,TX,Erath County,99,37.7,45,75,34.9,36.5,57.7,C,0,42698,33869,6256
53051,WA,Pend Oreille County,96,40.5,47.4,62.5,48.8,51.2,68.0,C,1,13724,11096,3693
26081,MI,Kent County,95.5,60.9,72.2,87.5,53.8,57.5,77.7,B,1,656955,499890,92820
06107,CA,Tulare County,97.5,53.4,66.8,81.2,40.5,44.9,67.2,D,1,466195,324089,54291
19123,IA,Mahaska County,97.4,44,54.6,81.1,52.6,55.2,75.3,B,0,22095,16800,4096
13071,GA,Colquitt County,89.6,39.8,50.2,67.3,28.4,29.8,45.9,D,0,45600,33909,7332
37123,NC,Montgomery County,96.9,41.9,51.1,71.7,24.2,25.2,32.9,D,0,27173,21266,5743
13145,GA,Harris County,89.6,47.9,56.5,70.7,30.3,32.1,48.7,A,1,35236,27721,6807
13237,GA,Putnam County,89.6,42.9,50.4,65.7,36.9,38.8,51.4,B,0,22119,17786,5496
42001,PA,Adams County,94.7,55,63.5,84.2,46.9,49.5,69.4,A,1,103009,82612,21730
20067,KS,Grant County,93.6,47.2,59.8,76.6,36.0,39.4,60.4,B,0,7150,5017,1042
72045,PR,Comerio Municipio,95.9,72.8,76.4,78.7,60.9,66.3,73.2,D,1,18648,15112,3563
31033,NE,Cheyenne County,90.6,42.7,52.5,78.5,45.3,47.4,66.2,A,0,8910,6881,1834
72015,PR,Arroyo Municipio,95.9,74.1,80.6,85.1,54.7,58.0,64.8,D,1,17238,13759,3508
36123,NY,Yates County,97.6,52.6,62,83.3,58.9,62.5,76.5,B,1,24913,19433,5316
39009,OH,Athens County,98.6,51.1,54.9,86.3,51.5,54.3,72.0,C,0,65327,55914,8915
39051,OH,Fulton County,98.6,52.1,63.1,86.8,49.9,52.8,75.1,A,1,42126,32285,7767
22113,LA,Vermilion Parish,96.8,37.9,47.5,66,36.9,38.9,68.6,D,1,59511,44521,9406
36077,NY,Otsego County,97.6,61.3,65.7,83.8,59.9,64.0,77.3,B,0,59493,50138,12936
19119,IA,Lyon County,97.4,41.1,53.6,81.9,43.8,46.3,66.4,A,0,11755,8453,2159
01123,AL,Tallapoosa County,92.4,38.3,45.8,65.6,40.7,42.4,60.5,D,0,40367,32134,8987
19179,IA,Wapello County,97.4,49.4,60,80.5,45.9,48.3,73.7,C,0,34969,27034,6423
16017,ID,Bonner County,97.8,42.8,50.3,70.5,47.5,50.3,64.4,A,0,45739,36726,11614
31081,NE,Hamilton County,90.6,46,54.6,74.6,60.3,65.8,83.7,A,1,9324,7073,1904
UNK,MN,Unknown County,94.6,0,0,0,35.8,39.1,84.7,,,,,
06041,CA,Marin County,97.5,88.1,93.7,92.7,64.3,70.4,84.8,B,1,258826,207495,59404
24013,MD,Carroll County,98.2,73.4,82.4,95,55.2,60.1,77.4,A,1,168447,132087,29112
21067,KY,Fayette County,94,65.8,74.1,92,46.3,49.8,68.3,B,1,323152,255988,44820
42023,PA,Cameron County,94.7,54.6,63.3,80.7,47.9,49.8,66.8,B,0,4447,3661,1248
13159,GA,Jasper County,89.6,34.6,42.8,64.9,34.0,35.5,47.4,C,1,14219,10924,2520
19059,IA,Dickinson County,97.4,57.8,67.1,87.7,54.6,57.4,75.6,A,0,17258,13976,4612
01091,AL,Marengo County,92.4,54.1,65.1,82.4,35.3,37.4,55.5,D,0,18863,14616,3749
13171,GA,Lamar County,89.6,34.6,41.2,66.6,39.5,41.2,58.9,B,1,19077,15106,3316
27111,MN,Otter Tail County,94.6,50.4,59.3,79.9,61.1,65.2,81.3,A,0,58746,45951,14368
01121,AL,Talladega County,92.4,36.3,43.6,64.3,35.9,37.5,56.7,D,0,79978,63273,14769
UNK,KY,Unknown County,94,0,0,0,37.4,39.0,66.6,,,,,
29147,MO,Nodaway County,91.3,48.7,53.9,89.5,42.5,44.9,72.0,A,0,22092,18657,3455
39151,OH,Stark County,98.6,54.4,63.5,84.5,51.9,55.1,73.3,B,1,370606,291682,73876
27013,MN,Blue Earth County,94.6,60.3,67.6,95,53.7,57.8,82.6,B,1,67653,54177,9627
34035,NJ,Somerset County,93.9,75.4,84.4,86.4,54.4,59.2,76.5,A,1,328934,258178,53188
18167,IN,Vigo County,98.6,49.3,58,81.4,43.2,45.3,67.4,C,1,107038,85233,17876
50009,VT,Essex County,73.6,39.7,43.7,52.4,36.5,38.6,46.7,A,0,6163,5109,1635
47129,TN,Morgan County,97.8,51.3,61,92.4,39.6,40.8,60.2,C,1,21403,17364,3975
37183,NC,Wake County,96.9,72,81.3,95,25.2,27.5,34.5,B,1,1111761,849055,133864
42113,PA,Sullivan County,94.7,53.2,57.4,81.3,51.4,52.8,66.2,B,0,6066,5428,1761
13173,GA,Lanier County,89.6,26.8,32.9,50.5,31.3,33.1,53.8,D,1,10423,7929,1470
39091,OH,Logan County,98.6,42.5,52.4,80,46.3,48.3,66.5,B,0,45672,35139,8557
37131,NC,Northampton County,96.9,47.8,54.9,73.8,34.2,35.7,50.1,D,0,19483,16132,5256
51173,VA,Smyth County,79.3,47.9,55.5,70.9,31.6,33.2,43.5,D,0,30104,24352,6802
29115,MO,Linn County,91.3,45.7,56.6,79.6,39.3,40.9,56.8,B,0,11920,9140,2548
47001,TN,Anderson County,97.8,55.5,65.5,84.2,47.0,49.7,70.0,C,1,76978,60687,15599
26059,MI,Hillsdale County,95.5,38.3,46.5,71.2,49.3,51.0,65.2,C,0,45605,35791,9202
21059,KY,Daviess County,94,53.9,64.5,82.5,47.5,51.2,78.1,C,1,101511,76860,17547
50019,VT,Orleans County,73.6,58.3,65.6,79.3,55.9,59.4,77.0,B,0,27037,21804,6289
22103,LA,St. Tammany Parish,96.8,56.4,68.5,89.7,40.7,43.2,66.4,B,1,260419,198668,45560
17095,IL,Knox County,98.4,58.9,68.6,86.8,52.6,55.5,77.2,C,0,49699,39785,10904
